date,vlsfo_usd_per_mt,mgo_usd_per_mt,vlsfo_change_7d,mgo_change_7d,dataset_role
2019-01-04,462.98,589.9,,,market_bunker
2019-01-11,460.96,570.1,,,market_bunker
2019-01-18,467.46,580.92,,,market_bunker
2019-01-25,474.5,588.61,,,market_bunker
2019-02-01,465.74,591.8,,,market_bunker
2019-02-08,467.52,590.69,,,market_bunker
2019-02-15,480.19,602.13,,,market_bunker
2019-02-22,477.1,591.46,0.030498077670741752,0.0026445160196644224,market_bunker
2019-03-01,471.47,601.72,0.022800242971190654,0.0554639536923347,market_bunker
2019-03-08,479.33,606.68,0.025392546955889328,0.044343455208978755,market_bunker
2019-03-15,475.08,612.69,0.0012223393045309727,0.040909940367985564,market_bunker
2019-03-22,476.85,617.12,0.023854511100614095,0.04278472456911131,market_bunker
2019-03-29,482.88,605.29,0.03285420944558526,0.024716856557585043,market_bunker
2019-04-05,471.73,604.87,-0.017618026197963266,0.00455051234783177,market_bunker
2019-04-12,474.65,630.22,-0.00513519178369326,0.0655327494674196,market_bunker
2019-04-19,483.55,621.5,0.02562199079474836,0.03287243236056625,market_bunker
2019-04-26,482.77,611.7,0.007176684121586341,0.008274543416628255,market_bunker
2019-05-03,492.65,628.95,0.03698324492717009,0.02653870636047584,market_bunker
2019-05-10,487.24,616.31,0.021788822480864,-0.0013125486129116348,market_bunker
2019-05-17,486.14,623.67,0.006751159708416221,0.030365609872953447,market_bunker
2019-05-24,505.33,613.62,0.07122718504229097,0.014465918296493463,market_bunker
2019-05-31,497.11,628.41,0.047319077214790006,-0.002872012947859548,market_bunker
2019-06-07,500.79,624.81,0.035652983145486594,0.00532582461786002,market_bunker
2019-06-14,493.76,607.62,0.022764463409076896,-0.0066699362432565135,market_bunker
2019-06-21,500.96,616.23,0.01686795899725979,-0.02022418316241359,market_bunker
2019-06-28,506.82,612.47,0.04018553484935561,-0.006230630689101124,market_bunker
2019-07-05,501.17,617.1,0.030917019788538447,-0.010534417239886351,market_bunker
2019-07-12,512.25,597.28,0.013694021728375638,-0.026628858251034893,market_bunker
2019-07-19,508.7,611.26,0.023314759308804778,-0.027291099759711,market_bunker
2019-07-26,512.87,615.01,0.024121887417879684,-0.015684768169523466,market_bunker
2019-08-02,513.31,593.24,0.03959413480233298,-0.023666107106415146,market_bunker
2019-08-09,530.34,598.61,0.058647396997764334,-0.028593220063937164,market_bunker
2019-08-16,521.46,592.53,0.028885995027820632,-0.03255669665453009,market_bunker
2019-08-23,517.5,607.46,0.03258375401560354,-0.01562145519364766,market_bunker
2019-08-30,531.09,616.12,0.036778916544655926,0.031542994910259914,market_bunker
2019-09-06,521.14,623.17,0.024454491841950032,0.019484343814416105,market_bunker
2019-09-13,532.02,612.52,0.03733889679645919,-0.004048714655046304,market_bunker
2019-09-20,521.32,625.72,0.01560460540414188,0.054750185422425934,market_bunker
2019-09-27,527.42,602.42,-0.00550590187426947,0.006364744992566118,market_bunker
2019-10-04,538.87,600.6,0.03338702872703547,0.013619563566401816,market_bunker
2019-10-11,544.43,614.56,0.052038647342995015,0.011688012379415857,market_bunker
2019-10-18,549.92,624.18,0.03545538420983241,0.013081867168733385,market_bunker
2019-10-25,557.08,626.96,0.06896419388264197,0.00608180753245513,market_bunker
2019-11-01,564.86,616.79,0.0617270027442578,0.006971200940377509,market_bunker
2019-11-08,566.68,638.73,0.08700989795135405,0.02079204756120956,market_bunker
2019-11-15,580.13,635.12,0.09993932729134292,0.05428106636565855,market_bunker
2019-11-22,590.57,657.02,0.09594150722808847,0.09393939393939377,market_bunker
2019-11-29,608.56,660.71,0.1177929210366806,0.07509437646446249,market_bunker
2019-12-06,613.17,656.37,0.11501672970613908,0.05157166202057106,market_bunker
2019-12-13,609.42,665.89,0.09395418970345348,0.06209327548806942,market_bunker
2019-12-20,644.44,679.03,0.1408844669475624,0.10090954782016581,market_bunker
2019-12-27,662.69,704.5,0.1694254252841112,0.10296995600645031,market_bunker
2020-01-03,683.44,730.14,0.17808077499870723,0.14960952260990057,market_bunker
2020-01-10,713.67,732.11,0.20844269095958134,0.11428875833307961,market_bunker
2020-01-17,682.19,712.03,0.12099053503352186,0.07767401734497725,market_bunker
2020-01-24,647.59,671.76,0.056134514082554654,0.023447141094199875,market_bunker
2020-01-31,602.96,637.66,-0.010600242853860964,-0.04239438946372531,market_bunker
2020-02-07,572.14,611.14,-0.1121904288995097,-0.0999808550432234,market_bunker
2020-02-14,541.99,571.72,-0.1821364438877907,-0.1884740951029098,market_bunker
2020-02-21,493.85,529.57,-0.2774054781692614,-0.2747007423233899,market_bunker
2020-02-28,433.12,478.42,-0.3931088598371796,-0.3465189657291937,market_bunker
2020-03-06,382.89,457.72,-0.438734077016667,-0.35716191733494373,market_bunker
2020-03-13,325.36,396.28,-0.49758334748837996,-0.41008693581040856,market_bunker
2020-03-20,272.82,344.4,-0.5475321746052806,-0.45990026032681997,market_bunker
2020-03-27,270.88,333.71,-0.526549445939805,-0.45395490394999516,market_bunker
2020-04-03,260.14,313.1,-0.5200280447978745,-0.45235429930735327,market_bunker
2020-04-10,237.57,294.23,-0.5189429988863015,-0.4443982854013634,market_bunker
2020-04-17,230.02,282.91,-0.46892316217214625,-0.40865766481334387,market_bunker
2020-04-24,212.17,266.06,-0.4458721826111939,-0.41872760639692397,market_bunker
2020-05-01,219.88,269.51,-0.32419473813621835,-0.3199000706571111,market_bunker
2020-05-08,239.67,282.89,-0.12150868704640427,-0.17860046457607437,market_bunker
2020-05-15,260.48,299.05,-0.038393384524512575,-0.10386263522219885,market_bunker
2020-05-22,264.79,296.58,0.017874990389790346,-0.05276269562440128,market_bunker
2020-05-29,288.14,316.63,0.21286357705097436,0.07613091798932792,market_bunker
2020-06-05,276.78,353.43,0.20328667072428463,0.24926655120002827,market_bunker
2020-06-12,311.18,369.41,0.46665409812885916,0.38844621513944233,market_bunker
2020-06-19,320.52,368.01,0.45770420229215936,0.3654780898667953,market_bunker
2020-06-26,319.36,375.38,0.3324988525889767,0.32694686980805265,market_bunker
2020-07-03,322.86,374.03,0.23948095823095827,0.2507273031265673,market_bunker
2020-07-10,311.54,396.94,0.17655500585369532,0.33839099062647526,market_bunker
2020-07-17,323.3,382.03,0.12202401610328328,0.20655023213214152,market_bunker
2020-07-24,327.91,372.82,0.18473155574824784,0.05486234897999598,market_bunker
2020-07-31,335.79,366.97,0.07908605951539305,-0.006605127094556185,market_bunker
2020-08-07,324.97,362.53,0.013883689005366406,-0.01489089970381241,market_bunker
2020-08-14,324.38,377.78,0.015718937875751404,0.006393521231818466,market_bunker
2020-08-21,327.37,370.87,0.013968902930062477,-0.008448520172178564,market_bunker
2020-08-28,337.03,366.31,0.08181934904025145,-0.07716531465712706,market_bunker
2020-09-04,334.66,373.29,0.0351376430559851,-0.022877784467188356,market_bunker
2020-09-11,330.67,370.58,0.008416943673569044,-0.00600826135936916,market_bunker
2020-09-18,338.08,393.5,0.006819738527055419,0.07229473798948138,market_bunker
2020-09-25,340.58,392.05,0.04803520324953059,0.08142774391084884,market_bunker
2020-10-02,350.81,389.94,0.08147851285529328,0.032188045952670885,market_bunker
2020-10-09,345.79,406.84,0.05626660964657737,0.09698816296815593,market_bunker
2020-10-16,353.03,400.62,0.047473518677862536,0.09366383664109645,market_bunker
2020-10-23,357.65,398.11,0.06869658758142583,0.06648986043022842,market_bunker
2020-10-30,356.22,422.18,0.07726736625638853,0.13924118948675046,market_bunker
2020-11-06,371.78,419.31,0.09968054898248924,0.06559085133418052,market_bunker
2020-11-13,376.57,411.7,0.10567267602325447,0.050121158015559164,market_bunker
2020-11-20,380.03,423.48,0.08329295060003972,0.08601323280504691,market_bunker
2020-11-27,383.59,423.0,0.10931490210821582,0.03972077475174518,market_bunker
2020-12-04,381.51,423.94,0.08067303062062714,0.05820977484898404,market_bunker
2020-12-11,392.48,447.41,0.09738571228855042,0.12383512094647209,market_bunker
2020-12-18,397.94,460.28,0.11711863455168148,0.09024586669193235,market_bunker
2020-12-25,404.35,443.39,0.08760557318844486,0.05742767880565691,market_bunker
2021-01-01,417.37,468.67,0.10834638978144828,0.1383774593150353,market_bunker
2021-01-08,429.92,468.54,0.13127910954398359,0.10640408047605554,market_bunker
2021-01-15,447.98,479.44,0.16786151880914524,0.1334278959810875,market_bunker
2021-01-22,446.88,488.18,0.1713454431076511,0.15153087701089785,market_bunker
2021-01-29,456.55,495.59,0.1632439869547493,0.10768646208175925,market_bunker
2021-02-05,463.72,512.47,0.16530130170377455,0.11338750325888602,market_bunker
2021-02-12,461.82,515.02,0.14212934339062677,0.1615507792237083,market_bunker
2021-02-19,482.34,533.41,0.15566523707980928,0.13813557513815677,market_bunker
2021-02-26,492.03,540.43,0.14446873836992924,0.15343407179749846,market_bunker
2021-03-05,515.61,548.51,0.15096656100718775,0.1440639078925412,market_bunker
2021-03-12,508.85,552.74,0.13867257429287516,0.13224630259330583,market_bunker
2021-03-19,513.59,558.96,0.12493702770780857,0.12786779394257364,market_bunker
2021-03-26,513.36,573.19,0.10704735616320193,0.11848498448689693,market_bunker
2021-04-02,508.35,574.72,0.10075354034039252,0.11591782843384735,market_bunker
2021-04-09,524.0,566.47,0.08637060994319357,0.061978590577604686,market_bunker
2021-04-16,523.44,578.65,0.06383757087982467,0.07072146253908929,market_bunker
2021-04-23,525.46,587.44,0.019103586043715204,0.07097409345317329,market_bunker
2021-04-30,517.04,571.64,0.016095116439029056,0.03419329160183815,market_bunker
2021-05-07,532.7,592.92,0.03720866839307613,0.060755689136968494,market_bunker
2021-05-14,517.66,586.84,0.008376188249960892,0.0238140930581483,market_bunker
2021-05-21,531.38,600.28,0.04530343267433845,0.04447383073496658,market_bunker
2021-05-28,542.79,593.18,0.0358587786259541,0.04715165851677927,market_bunker
2021-06-04,525.49,588.42,0.003916399205257548,0.01688412684697127,market_bunker
2021-06-11,529.82,593.41,0.008297491721539263,0.010162740024513006,market_bunker
2021-06-18,535.6,610.38,0.03589664242611801,0.06776992512770286,market_bunker
2021-06-25,533.23,612.7,0.0009949314811337207,0.033360318424070945,market_bunker
2021-07-02,528.2,604.02,0.02036085461499848,0.029275441346874764,market_bunker
2021-07-09,539.16,616.98,0.01464112311340271,0.027820350503098723,market_bunker
2021-07-16,533.63,599.21,-0.01687577147699837,0.010165548400148605,market_bunker
2021-07-23,544.09,612.6,0.03539553559534925,0.04109309676761508,market_bunker
2021-07-30,536.98,604.06,0.013514023630667005,0.017947119192463834,market_bunker
2021-08-06,553.05,609.16,0.03258028379387601,-0.001998754874012909,market_bunker
2021-08-13,540.3,615.38,0.013258818896161095,0.004374081932430052,market_bunker
2021-08-20,552.07,619.62,0.045191215448693756,0.02582695937220625,market_bunker
2021-08-27,567.88,634.92,0.05326804659099338,0.029077117572692712,market_bunker
2021-09-03,564.61,657.55,0.058055206791222336,0.0973615260092453,market_bunker
2021-09-10,582.36,656.38,0.07033762796596155,0.07146588312112301,market_bunker
2021-09-17,597.84,679.19,0.11333755447130245,0.12437506207992599,market_bunker
2021-09-24,589.36,674.96,0.06565409999095939,0.10801759800380872,market_bunker
2021-10-01,609.11,699.74,0.12735517305200816,0.1370860281452111,market_bunker
2021-10-08,618.56,718.53,0.1204376256634121,0.1596300958652077,market_bunker
2021-10-15,630.69,698.73,0.11060435303233085,0.10050085050085067,market_bunker
2021-10-22,627.58,723.62,0.11152831157790333,0.10047905102273602,market_bunker
2021-10-29,622.7,729.62,0.06926986743595043,0.11158170571924808,market_bunker
2021-11-05,629.38,718.38,0.05275659039207814,0.057701085116094175,market_bunker
2021-11-12,623.66,717.97,0.05819872403963622,0.06372229465449797,market_bunker
2021-11-19,619.0,705.17,0.016236804518067416,0.0077600251521994235,market_bunker
2021-11-26,615.2,705.69,-0.00543197102948767,-0.01786981754415251,market_bunker
2021-12-03,604.67,698.75,-0.04125640171875267,2.8623359523693992e-05,market_bunker
2021-12-10,605.77,704.34,-0.03475254150865237,-0.02664381857881204,market_bunker
2021-12-17,601.76,692.04,-0.03362775012044328,-0.05150626353444265,market_bunker
2021-12-24,613.71,711.7,-0.02489751819250685,-0.009298699852445691,market_bunker
2021-12-31,647.19,724.7,0.03772889074175034,0.009373650709639803,market_bunker
2022-01-07,656.84,743.1,0.06113085621970926,0.05378844817561723,market_bunker
2022-01-14,664.85,762.54,0.08070546163849146,0.08055945245079266,market_bunker
2022-01-21,693.94,788.16,0.1476342467792351,0.12795706618962432,market_bunker
2022-01-28,731.29,843.77,0.207207355927167,0.1979583723769769,market_bunker
2022-02-04,789.01,911.6,0.31117056633873963,0.3172648979827757,market_bunker
2022-02-11,838.38,988.03,0.3660849586938455,0.3882675284529997,market_bunker
2022-02-18,873.65,1040.54,0.3499126995163706,0.4358217193321372,market_bunker
2022-02-25,931.49,1093.11,0.4181383594178185,0.47101332256762185,market_bunker
2022-03-04,975.33,1167.47,0.4669925547115892,0.5310278805046293,market_bunker
2022-03-11,1024.93,1216.74,0.47697207251347384,0.543772838002436,market_bunker
2022-03-18,1005.38,1187.7,0.3748034295559901,0.40761107884850145,market_bunker
2022-03-25,966.53,1179.94,0.22499081126981912,0.2943615620886353,market_bunker
2022-04-01,937.48,1157.03,0.11820415563348363,0.1710474378308351,market_bunker
2022-04-08,910.66,1153.19,0.042362502146168435,0.10826109520056892,market_bunker
2022-04-15,885.11,1140.15,-0.04979119475249327,0.04303318055822403,market_bunker
2022-04-22,913.29,1180.91,-0.06360923994955558,0.011512073115369281,market_bunker
2022-04-29,939.55,1197.62,-0.08330324997804739,-0.01571412134063166,market_bunker
2022-05-06,962.91,1220.75,-0.04224273409059265,0.027826892312873497,market_bunker
2022-05-13,989.96,1256.64,0.024241358260995494,0.0650033052528094,market_bunker
2022-05-20,1008.83,1259.81,0.07610829031019328,0.08883088597529887,market_bunker
2022-05-27,1041.22,1306.88,0.1433685458897942,0.13327378836098136,market_bunker
